date,equity,benchmark
2026-01-05,1000000.0,1000000.0
2026-01-06,1022428.7492728,1015462.4687297706
2026-01-07,1011833.7492728,1012489.0148812591
2026-01-08,997724.7492728,1004219.8117490852
2026-01-09,998292.7492728,1008727.8967540853
2026-01-12,993149.5079081,1015297.5594701368
2026-01-13,1013634.8171187,1009175.1442320124
2026-01-14,995457.8171187,1005126.388745812
2026-01-15,998158.9171055001,1007139.6382933715
2026-01-16,977175.5858062,1002994.438445817
2026-01-19,973728.6363846001,1003541.9456664263
2026-01-20,977015.7771614002,1000239.9450924234
2026-01-21,981935.7771614002,1001128.2930450263
2026-01-22,983253.7771614002,1001263.9510478097
2026-01-23,981158.8397697002,996767.736118053
2026-01-26,997939.0668022002,997714.5865843561
2026-01-27,992352.8314992002,997444.9663038239
2026-01-28,1004836.7262368002,1000051.9315791904
2026-01-29,1010551.7262368002,1007657.0463946131
2026-01-30,991571.1958487002,997582.3200316422
2026-02-02,961022.1367039003,976309.4494701495
2026-02-03,970722.2021288003,987782.5130899374
2026-02-04,967221.6834932003,995959.2992077149
2026-02-05,942579.6834932003,989968.3026597871
2026-02-06,943979.3556527003,984282.7485837515
2026-02-09,956009.9166126003,1000277.6749744476
2026-02-10,958058.9166126003,1001388.3748722379
2026-02-11,975006.9166126003,999167.6109735455
2026-02-12,983119.9166126003,1000388.321032968
2026-02-13,952430.9166126003,987845.8908131128
2026-02-24,982685.9166126003,997837.5266493787
2026-02-25,983605.8782118002,1003845.0565163959
2026-02-26,973951.6032174004,1001934.8222647
2026-02-27,993174.6032174004,998495.2559972495
2026-03-02,1038604.6032174004,1002315.3005693821
2026-03-03,1006013.1015776003,986889.9258247475
2026-03-04,1006529.6365440004,975598.3047836827
2026-03-05,1020208.6176632004,985150.9598015662
2026-03-06,1027879.6176632004,987852.8856788814
2026-03-09,1033203.8001872004,978317.8238082338
2026-03-10,1030638.8405338003,990887.5975942749
2026-03-11,1069629.7110979003,997191.4554111222
2026-03-12,1097172.7110979003,993601.605512463
2026-03-13,1110562.7110979003,989697.1986198494
2026-03-16,1103229.6305035003,990209.9434772453
2026-03-17,1076936.8546291003,982977.6762038482
2026-03-18,1081002.6219337005,987406.2740978425
2026-03-19,1075435.3138737003,971491.6826806699
2026-03-20,1062501.7427650006,968050.8446194433
2026-03-23,1042803.9533768004,936463.5145681858
2026-03-24,1055986.7394751003,948487.2648930231
2026-03-25,1038785.0214538004,961786.8363409137
2026-03-26,1031130.2136740005,949083.3122427531
2026-03-27,1025417.6219846004,954390.0837391415
2026-03-30,1015303.3900221004,952139.0087554522
2026-03-31,999761.4501221004,943257.4369200886
2026-04-01,993073.4802707004,959370.6401319613
2026-04-02,995671.3023629005,949375.8248112552
2026-04-03,981263.9153829005,941294.6351923143
2026-04-07,985693.3989779004,941257.9651384369
2026-04-08,968338.3989779004,974099.9197498126
2026-04-09,979335.7234790004,967882.5439097399
2026-04-10,988130.4780778005,982792.6302094262
2026-04-13,988162.6971710004,984825.1686292564
2026-04-14,991580.6971710004,996510.6218096522
2026-04-15,994555.2869262004,993111.1170461487
2026-04-16,965602.7029262002,1003998.0957007859
2026-04-17,965602.7029262002,1002315.9364662699
2026-04-20,965602.7029262002,1008414.1876226487
2026-04-21,965602.7029262002,1010651.4848404302
2026-04-22,965602.7029262002,1017355.9576967477
2026-04-23,965602.7029262002,1014536.8148264022
2026-04-24,965602.7029262002,1010942.3016838972
2026-04-27,992288.0216487006,1011276.7834470104
