decision_date,planned_exec_date,symbol,reason,event,exit_layer
2023-07-26,2023-07-27,PCAR,trailing_stop: close=84.61 <= stop=86.03,exit_signal,STOP_TRAIL
2023-07-31,2023-08-01,VRSK,trailing_stop: close=228.94 <= stop=230.32,exit_signal,STOP_TRAIL
2023-08-02,2023-08-03,TTWO,trailing_stop: close=147.22 <= stop=147.87,exit_signal,STOP_TRAIL
2023-08-04,2023-08-07,PEP,trailing_stop: close=184.60 <= stop=186.75,exit_signal,STOP_TRAIL
2023-08-04,2023-08-07,AAPL,trailing_stop: close=181.99 <= stop=190.66,exit_signal,STOP_TRAIL
2023-08-08,2023-08-09,WDAY,trailing_stop: close=227.54 <= stop=228.27,exit_signal,STOP_TRAIL
2023-08-21,2023-08-22,MAR,trailing_stop: close=199.81 <= stop=200.24,exit_signal,STOP_TRAIL
2023-08-31,2023-09-01,CEG,trailing_stop: close=104.16 <= stop=104.54,exit_signal,STOP_TRAIL
2023-09-01,2023-09-05,CHTR,trailing_stop: close=422.32 <= stop=431.77,exit_signal,STOP_TRAIL
2023-09-13,2023-09-14,ROST,trailing_stop: close=116.82 <= stop=117.39,exit_signal,STOP_TRAIL
2023-09-15,2023-09-18,CSCO,trailing_stop: close=56.04 <= stop=56.22,exit_signal,STOP_TRAIL
2023-09-19,2023-09-20,INTU,trailing_stop: close=529.19 <= stop=531.05,exit_signal,STOP_TRAIL
2023-09-20,2023-09-21,BKR,trailing_stop: close=35.80 <= stop=35.85,exit_signal,STOP_TRAIL
2023-09-20,2023-09-21,APP,trailing_stop: close=39.33 <= stop=40.91,exit_signal,STOP_TRAIL
2023-09-21,2023-09-22,FANG,trailing_stop: close=151.36 <= stop=151.83,exit_signal,STOP_TRAIL
2023-09-21,2023-09-22,CDW,trailing_stop: close=205.04 <= stop=206.59,exit_signal,STOP_TRAIL
2023-09-21,2023-09-22,CTSH,trailing_stop: close=69.21 <= stop=69.46,exit_signal,STOP_TRAIL
2023-09-21,2023-09-22,GOOG,trailing_stop: close=131.36 <= stop=133.76,exit_signal,STOP_TRAIL
2023-10-03,2023-10-04,REGN,trailing_stop: close=808.31 <= stop=810.70,exit_signal,STOP_TRAIL
2023-10-03,2023-10-04,AMGN,trailing_stop: close=261.01 <= stop=261.95,exit_signal,STOP_TRAIL
2023-10-13,2023-10-16,PCAR,trailing_stop: close=83.77 <= stop=83.82,exit_signal,STOP_TRAIL
2023-10-23,2023-10-24,AMGN,trailing_stop: close=273.06 <= stop=275.93,exit_signal,STOP_TRAIL
2023-10-26,2023-10-27,FANG,trailing_stop: close=161.72 <= stop=162.32,exit_signal,STOP_TRAIL
2023-10-26,2023-10-27,VRTX,trailing_stop: close=361.28 <= stop=361.61,exit_signal,STOP_TRAIL
2023-11-09,2023-11-10,VRTX,trailing_stop: close=368.57 <= stop=371.40,exit_signal,STOP_TRAIL
2023-12-13,2023-12-14,CTAS,take_profit: close=574.90 >= target=574.78,exit_signal,TAKE_PROFIT
2023-12-28,2023-12-29,LULU,take_profit: close=509.22 >= target=508.99,exit_signal,TAKE_PROFIT
2024-01-02,2024-01-03,FAST,trailing_stop: close=63.55 <= stop=63.90,exit_signal,STOP_TRAIL
2024-01-02,2024-01-03,LRCX,trailing_stop: close=749.30 <= stop=758.44,exit_signal,STOP_TRAIL
2024-01-02,2024-01-03,ASML,trailing_stop: close=716.92 <= stop=737.19,exit_signal,STOP_TRAIL
2024-01-02,2024-01-03,NFLX,trailing_stop: close=468.50 <= stop=473.30,exit_signal,STOP_TRAIL
2024-01-02,2024-01-03,DDOG,trailing_stop: close=115.08 <= stop=117.57,exit_signal,STOP_TRAIL
2024-01-03,2024-01-04,PCAR,trailing_stop: close=94.93 <= stop=95.17,exit_signal,STOP_TRAIL
2024-01-03,2024-01-04,CTSH,trailing_stop: close=73.67 <= stop=73.78,exit_signal,STOP_TRAIL
2024-01-24,2024-01-25,MAR,take_profit: close=237.87 >= target=237.78,exit_signal,TAKE_PROFIT
2024-01-24,2024-01-25,DDOG,trailing_stop: close=122.58 <= stop=125.46,exit_signal,STOP_TRAIL
2024-01-26,2024-01-29,TXN,trailing_stop: close=164.09 <= stop=167.32,exit_signal,STOP_TRAIL
2024-02-02,2024-02-05,TEAM,trailing_stop: close=217.39 <= stop=241.53,exit_signal,STOP_TRAIL
2024-02-02,2024-02-05,VRTX,trailing_stop: close=424.68 <= stop=429.82,exit_signal,STOP_TRAIL
2024-02-07,2024-02-08,CINF,trailing_stop: close=107.03 <= stop=109.48,exit_signal,STOP_TRAIL
2024-02-09,2024-02-12,TTWO,trailing_stop: close=154.91 <= stop=163.98,exit_signal,STOP_TRAIL
2024-02-09,2024-02-12,MDLZ,trailing_stop: close=73.17 <= stop=74.54,exit_signal,STOP_TRAIL
2024-02-12,2024-02-13,EXPE,trailing_stop: close=133.60 <= stop=150.99,exit_signal,STOP_TRAIL
2024-02-13,2024-02-14,CTSH,trailing_stop: close=75.50 <= stop=76.17,exit_signal,STOP_TRAIL
2024-02-13,2024-02-14,CDNS,trailing_stop: close=294.33 <= stop=298.42,exit_signal,STOP_TRAIL
2024-02-21,2024-02-22,FTNT,trailing_stop: close=65.34 <= stop=66.80,exit_signal,STOP_TRAIL
2024-02-26,2024-02-27,PCAR,take_profit: close=112.25 >= target=112.22,exit_signal,TAKE_PROFIT
2024-03-01,2024-03-04,WDAY,trailing_stop: close=291.92 <= stop=294.31,exit_signal,STOP_TRAIL
2024-03-05,2024-03-06,DDOG,trailing_stop: close=123.53 <= stop=125.21,exit_signal,STOP_TRAIL
2024-03-08,2024-03-11,AVGO,trailing_stop: close=1308.72 <= stop=1325.40,exit_signal,STOP_TRAIL
2024-03-11,2024-03-12,ISRG,trailing_stop: close=378.90 <= stop=383.00,exit_signal,STOP_TRAIL
2024-03-14,2024-03-15,CSX,trailing_stop: close=37.03 <= stop=37.20,exit_signal,STOP_TRAIL
2024-03-14,2024-03-15,SNPS,trailing_stop: close=559.31 <= stop=559.49,exit_signal,STOP_TRAIL
2024-03-14,2024-03-15,MU,trailing_stop: close=91.43 <= stop=93.37,exit_signal,STOP_TRAIL
2024-04-02,2024-04-03,REGN,trailing_stop: close=954.68 <= stop=957.26,exit_signal,STOP_TRAIL
2024-04-03,2024-04-04,PCAR,trailing_stop: close=120.42 <= stop=120.64,exit_signal,STOP_TRAIL
2024-04-04,2024-04-05,FAST,trailing_stop: close=75.17 <= stop=75.88,exit_signal,STOP_TRAIL
2024-04-09,2024-04-10,CINF,trailing_stop: close=119.88 <= stop=120.07,exit_signal,STOP_TRAIL
2024-04-10,2024-04-11,CDW,trailing_stop: close=247.28 <= stop=250.98,exit_signal,STOP_TRAIL
2024-04-10,2024-04-11,SNPS,trailing_stop: close=561.23 <= stop=565.55,exit_signal,STOP_TRAIL
2024-04-15,2024-04-16,MSFT,trailing_stop: close=413.64 <= stop=414.75,exit_signal,STOP_TRAIL
2024-04-16,2024-04-17,EBAY,trailing_stop: close=50.25 <= stop=50.75,exit_signal,STOP_TRAIL
2024-04-17,2024-04-18,FANG,trailing_stop: close=201.15 <= stop=201.37,exit_signal,STOP_TRAIL
2024-04-30,2024-05-01,AZN,take_profit: close=75.88 >= target=75.54,exit_signal,TAKE_PROFIT
2024-05-03,2024-05-06,DDOG,break_ma100: close=124.27 < MA100=124.94,exit_signal,STOP_TREND
2024-05-10,2024-05-13,PYPL,trailing_stop: close=62.93 <= stop=63.65,exit_signal,STOP_TRAIL
2024-05-20,2024-05-21,TXN,take_profit: close=199.20 >= target=198.42,exit_signal,TAKE_PROFIT
2024-05-23,2024-05-24,EXC,trailing_stop: close=37.03 <= stop=37.36,exit_signal,STOP_TRAIL
2024-05-24,2024-05-28,PEP,trailing_stop: close=177.99 <= stop=178.01,exit_signal,STOP_TRAIL
2024-06-04,2024-06-05,BKR,trailing_stop: close=31.63 <= stop=32.07,exit_signal,STOP_TRAIL
2024-06-11,2024-06-12,KDP,trailing_stop: close=33.83 <= stop=33.87,exit_signal,STOP_TRAIL
2024-07-03,2024-07-05,REGN,trailing_stop: close=1024.09 <= stop=1035.75,exit_signal,STOP_TRAIL
2024-07-11,2024-07-12,NFLX,trailing_stop: close=652.75 <= stop=662.61,exit_signal,STOP_TRAIL
2024-07-12,2024-07-15,MSFT,trailing_stop: close=453.55 <= stop=453.91,exit_signal,STOP_TRAIL
2024-07-16,2024-07-17,GOOGL,trailing_stop: close=183.92 <= stop=184.81,exit_signal,STOP_TRAIL
2024-07-16,2024-07-17,GOOG,trailing_stop: close=185.50 <= stop=186.36,exit_signal,STOP_TRAIL
2024-07-17,2024-07-18,SNPS,trailing_stop: close=570.38 <= stop=595.34,exit_signal,STOP_TRAIL
2024-07-17,2024-07-18,ISRG,trailing_stop: close=426.23 <= stop=428.49,exit_signal,STOP_TRAIL
2024-07-19,2024-07-22,EA,trailing_stop: close=140.20 <= stop=142.30,exit_signal,STOP_TRAIL
2024-07-24,2024-07-25,HON,trailing_stop: close=213.65 <= stop=214.06,exit_signal,STOP_TRAIL
2024-07-30,2024-07-31,ISRG,trailing_stop: close=432.69 <= stop=432.91,exit_signal,STOP_TRAIL
2024-07-31,2024-08-01,VRSK,trailing_stop: close=261.75 <= stop=277.19,exit_signal,STOP_TRAIL
2024-08-05,2024-08-06,CTSH,trailing_stop: close=71.73 <= stop=72.86,exit_signal,STOP_TRAIL
2024-08-05,2024-08-06,VRTX,trailing_stop: close=476.91 <= stop=486.79,exit_signal,STOP_TRAIL
2024-08-23,2024-08-26,AZN,take_profit: close=86.66 >= target=86.63,exit_signal,TAKE_PROFIT
2024-09-03,2024-09-04,EA,trailing_stop: close=146.23 <= stop=147.06,exit_signal,STOP_TRAIL
2024-09-05,2024-09-06,TMUS,trailing_stop: close=197.18 <= stop=197.72,exit_signal,STOP_TRAIL
2024-09-12,2024-09-13,EBAY,take_profit: close=63.18 >= target=62.79,exit_signal,TAKE_PROFIT
2024-09-12,2024-09-13,CTAS,trailing_stop: close=206.02 <= stop=791.23,exit_signal,STOP_TRAIL
2024-09-16,2024-09-17,ADBE,trailing_stop: close=521.50 <= stop=559.13,exit_signal,STOP_TRAIL
2024-10-03,2024-10-04,KDP,trailing_stop: close=36.64 <= stop=36.99,exit_signal,STOP_TRAIL
2024-10-07,2024-10-08,CINF,trailing_stop: close=132.86 <= stop=134.31,exit_signal,STOP_TRAIL
2024-10-07,2024-10-08,XEL,trailing_stop: close=63.01 <= stop=63.55,exit_signal,STOP_TRAIL
2024-10-07,2024-10-08,EXC,trailing_stop: close=39.54 <= stop=39.69,exit_signal,STOP_TRAIL
2024-10-21,2024-10-22,CSX,trailing_stop: close=33.66 <= stop=34.09,exit_signal,STOP_TRAIL
2024-10-22,2024-10-23,BKR,trailing_stop: close=35.98 <= stop=36.09,exit_signal,STOP_TRAIL
2024-10-24,2024-10-25,GILD,take_profit: close=88.78 >= target=88.60,exit_signal,TAKE_PROFIT
2024-10-30,2024-10-31,PYPL,trailing_stop: close=78.22 <= stop=79.88,exit_signal,STOP_TRAIL
2024-10-31,2024-11-01,CSCO,trailing_stop: close=54.77 <= stop=55.14,exit_signal,STOP_TRAIL
2024-11-04,2024-11-05,MAR,trailing_stop: close=256.43 <= stop=257.52,exit_signal,STOP_TRAIL
2024-11-04,2024-11-05,CINF,trailing_stop: close=138.19 <= stop=139.28,exit_signal,STOP_TRAIL
2024-11-06,2024-11-07,DASH,take_profit: close=169.64 >= target=163.41,exit_signal,TAKE_PROFIT
2024-11-08,2024-11-11,ZM,take_profit: close=81.46 >= target=80.46,exit_signal,TAKE_PROFIT
2024-11-08,2024-11-11,ABNB,trailing_stop: close=134.61 <= stop=140.39,exit_signal,STOP_TRAIL
2024-11-12,2024-11-13,FTNT,overbought: RSI=85.2 >= 85.0,exit_signal,OVERBOUGHT
2024-11-14,2024-11-15,ILMN,trailing_stop: close=142.24 <= stop=144.95,exit_signal,STOP_TRAIL
2024-11-15,2024-11-18,MNST,trailing_stop: close=52.00 <= stop=54.00,exit_signal,STOP_TRAIL
2024-11-15,2024-11-18,AMZN,trailing_stop: close=202.61 <= stop=204.53,exit_signal,STOP_TRAIL
2024-11-15,2024-11-18,TTD,trailing_stop: close=118.15 <= stop=122.66,exit_signal,STOP_TRAIL
2024-11-18,2024-11-19,CSCO,trailing_stop: close=57.31 <= stop=57.34,exit_signal,STOP_TRAIL
2024-11-18,2024-11-19,CCEP,trailing_stop: close=76.03 <= stop=76.09,exit_signal,STOP_TRAIL
2024-11-21,2024-11-22,BKR,take_profit: close=44.88 >= target=44.59,exit_signal,TAKE_PROFIT
2024-12-06,2024-12-09,XEL,trailing_stop: close=69.74 <= stop=70.65,exit_signal,STOP_TRAIL
2024-12-13,2024-12-16,EA,trailing_stop: close=157.62 <= stop=162.02,exit_signal,STOP_TRAIL
2024-12-18,2024-12-19,ISRG,trailing_stop: close=526.47 <= stop=530.98,exit_signal,STOP_TRAIL
2024-12-18,2024-12-19,PYPL,trailing_stop: close=85.45 <= stop=87.00,exit_signal,STOP_TRAIL
2024-12-18,2024-12-19,HON,trailing_stop: close=226.86 <= stop=227.04,exit_signal,STOP_TRAIL
2024-12-30,2024-12-31,EBAY,break_ma100: close=62.06 < MA100=62.26,exit_signal,STOP_TREND
2024-12-31,2025-01-02,WDAY,trailing_stop: close=258.03 <= stop=260.37,exit_signal,STOP_TRAIL
2024-12-31,2025-01-02,AAPL,trailing_stop: close=250.42 <= stop=251.15,exit_signal,STOP_TRAIL
2025-02-04,2025-02-05,PYPL,trailing_stop: close=77.72 <= stop=86.70,exit_signal,STOP_TRAIL
2025-02-06,2025-02-07,GOOGL,trailing_stop: close=191.60 <= stop=196.57,exit_signal,STOP_TRAIL
2025-02-06,2025-02-07,GOOG,trailing_stop: close=193.31 <= stop=197.93,exit_signal,STOP_TRAIL
2025-02-07,2025-02-10,AMZN,trailing_stop: close=229.15 <= stop=231.11,exit_signal,STOP_TRAIL
2025-02-13,2025-02-14,BKR,trailing_stop: close=46.15 <= stop=46.16,exit_signal,STOP_TRAIL
2025-02-14,2025-02-18,META,take_profit: close=736.67 >= target=731.74,exit_signal,TAKE_PROFIT
2025-02-21,2025-02-24,CTSH,trailing_stop: close=84.87 <= stop=87.39,exit_signal,STOP_TRAIL
2025-02-21,2025-02-24,QCOM,trailing_stop: close=165.43 <= stop=166.88,exit_signal,STOP_TRAIL
2025-02-27,2025-02-28,CSGP,trailing_stop: close=74.36 <= stop=74.84,exit_signal,STOP_TRAIL
2025-02-27,2025-02-28,EBAY,trailing_stop: close=63.48 <= stop=66.94,exit_signal,STOP_TRAIL
2025-03-04,2025-03-05,DXCM,trailing_stop: close=82.42 <= stop=85.61,exit_signal,STOP_TRAIL
2025-03-05,2025-03-06,CCEP,trailing_stop: close=84.69 <= stop=84.88,exit_signal,STOP_TRAIL
2025-03-05,2025-03-06,XEL,trailing_stop: close=68.73 <= stop=69.61,exit_signal,STOP_TRAIL
2025-03-06,2025-03-07,ADP,trailing_stop: close=302.46 <= stop=309.64,exit_signal,STOP_TRAIL
2025-03-06,2025-03-07,EXC,trailing_stop: close=42.88 <= stop=43.01,exit_signal,STOP_TRAIL
2025-03-10,2025-03-11,CSCO,trailing_stop: close=62.06 <= stop=62.29,exit_signal,STOP_TRAIL
2025-03-11,2025-03-12,AZN,trailing_stop: close=74.24 <= stop=75.56,exit_signal,STOP_TRAIL
2025-03-11,2025-03-12,PAYX,trailing_stop: close=146.50 <= stop=148.55,exit_signal,STOP_TRAIL
2025-05-28,2025-05-29,XEL,trailing_stop: close=68.93 <= stop=69.06,exit_signal,STOP_TRAIL
2025-06-10,2025-06-11,ADP,trailing_stop: close=314.52 <= stop=317.58,exit_signal,STOP_TRAIL
2025-06-18,2025-06-20,CTAS,trailing_stop: close=220.42 <= stop=220.93,exit_signal,STOP_TRAIL
2025-06-24,2025-06-25,EBAY,trailing_stop: close=74.35 <= stop=76.01,exit_signal,STOP_TRAIL
2025-06-27,2025-06-30,MNST,trailing_stop: close=61.71 <= stop=61.95,exit_signal,STOP_TRAIL
2025-07-03,2025-07-07,MSFT,take_profit: close=498.84 >= target=498.81,exit_signal,TAKE_PROFIT
2025-07-10,2025-07-11,PANW,trailing_stop: close=192.07 <= stop=196.84,exit_signal,STOP_TRAIL
2025-07-15,2025-07-16,CCEP,trailing_stop: close=93.55 <= stop=93.67,exit_signal,STOP_TRAIL
2025-07-15,2025-07-16,CSCO,trailing_stop: close=67.18 <= stop=67.25,exit_signal,STOP_TRAIL
2025-07-18,2025-07-21,TTWO,trailing_stop: close=231.18 <= stop=232.76,exit_signal,STOP_TRAIL
2025-07-24,2025-07-25,HON,trailing_stop: close=224.48 <= stop=233.28,exit_signal,STOP_TRAIL
2025-07-30,2025-07-31,MDLZ,trailing_stop: close=65.10 <= stop=68.19,exit_signal,STOP_TRAIL
2025-07-30,2025-07-31,PYPL,trailing_stop: close=69.71 <= stop=74.65,exit_signal,STOP_TRAIL
2025-07-31,2025-08-01,DXCM,trailing_stop: close=80.77 <= stop=85.54,exit_signal,STOP_TRAIL
2025-07-31,2025-08-01,ALGN,trailing_stop: close=129.01 <= stop=195.52,exit_signal,STOP_TRAIL
2025-08-01,2025-08-04,AMZN,trailing_stop: close=214.75 <= stop=226.18,exit_signal,STOP_TRAIL
2025-08-01,2025-08-04,PCAR,trailing_stop: close=96.48 <= stop=96.75,exit_signal,STOP_TRAIL
2025-08-14,2025-08-15,DASH,trailing_stop: close=247.44 <= stop=247.81,exit_signal,STOP_TRAIL
2025-08-14,2025-08-15,CSCO,trailing_stop: close=69.30 <= stop=69.45,exit_signal,STOP_TRAIL
2025-08-22,2025-08-25,CSX,trailing_stop: close=34.58 <= stop=34.98,exit_signal,STOP_TRAIL
2025-09-03,2025-09-04,GOOGL,take_profit: close=230.66 >= target=226.16,exit_signal,TAKE_PROFIT
2025-09-03,2025-09-04,GOOG,take_profit: close=231.10 >= target=226.71,exit_signal,TAKE_PROFIT
2025-09-08,2025-09-09,XEL,trailing_stop: close=71.75 <= stop=71.84,exit_signal,STOP_TRAIL
2025-09-10,2025-09-11,AAPL,trailing_stop: close=226.79 <= stop=230.80,exit_signal,STOP_TRAIL
2025-09-12,2025-09-15,AMZN,trailing_stop: close=228.15 <= stop=228.50,exit_signal,STOP_TRAIL
2025-09-18,2025-09-19,GEHC,trailing_stop: close=74.00 <= stop=74.73,exit_signal,STOP_TRAIL
2025-09-22,2025-09-23,PCAR,trailing_stop: close=97.07 <= stop=98.41,exit_signal,STOP_TRAIL
2025-09-23,2025-09-24,BIIB,trailing_stop: close=139.31 <= stop=140.14,exit_signal,STOP_TRAIL
2025-10-08,2025-10-09,BKR,trailing_stop: close=47.85 <= stop=48.35,exit_signal,STOP_TRAIL
2025-10-08,2025-10-09,REGN,trailing_stop: close=563.86 <= stop=564.03,exit_signal,STOP_TRAIL
2025-10-10,2025-10-13,PDD,trailing_stop: close=124.27 <= stop=128.32,exit_signal,STOP_TRAIL
2025-10-10,2025-10-13,AAPL,trailing_stop: close=245.27 <= stop=249.46,exit_signal,STOP_TRAIL
2025-10-10,2025-10-13,CSCO,trailing_stop: close=67.94 <= stop=68.04,exit_signal,STOP_TRAIL
2025-10-13,2025-10-14,MNST,trailing_stop: close=67.15 <= stop=67.26,exit_signal,STOP_TRAIL
2025-10-29,2025-10-30,PEP,trailing_stop: close=146.16 <= stop=148.17,exit_signal,STOP_TRAIL
2025-10-30,2025-10-31,GEHC,trailing_stop: close=75.00 <= stop=75.90,exit_signal,STOP_TRAIL
2025-10-31,2025-11-03,MSFT,trailing_stop: close=517.81 <= stop=524.76,exit_signal,STOP_TRAIL
2025-11-07,2025-11-10,TTWO,trailing_stop: close=232.00 <= stop=251.23,exit_signal,STOP_TRAIL
2025-12-08,2025-12-09,BKR,trailing_stop: close=47.39 <= stop=47.83,exit_signal,STOP_TRAIL
2025-12-10,2025-12-11,ROST,take_profit: close=181.82 >= target=179.57,exit_signal,TAKE_PROFIT
2025-12-11,2025-12-12,MNST,trailing_stop: close=72.49 <= stop=73.15,exit_signal,STOP_TRAIL
2025-12-15,2025-12-16,AAPL,trailing_stop: close=274.11 <= stop=275.15,exit_signal,STOP_TRAIL
2025-12-17,2025-12-18,GOOGL,trailing_stop: close=296.72 <= stop=302.53,exit_signal,STOP_TRAIL
2025-12-17,2025-12-18,GOOG,trailing_stop: close=298.06 <= stop=303.52,exit_signal,STOP_TRAIL
2026-01-09,2026-01-12,ILMN,trailing_stop: close=141.07 <= stop=141.82,exit_signal,STOP_TRAIL
2026-01-13,2026-01-14,ISRG,trailing_stop: close=561.82 <= stop=569.92,exit_signal,STOP_TRAIL
2026-01-20,2026-01-21,MAR,trailing_stop: close=313.84 <= stop=315.48,exit_signal,STOP_TRAIL
2026-01-28,2026-01-29,KLAC,take_profit: close=1627.20 >= target=1619.62,exit_signal,TAKE_PROFIT
2026-02-03,2026-02-04,EA,trailing_stop: close=201.39 <= stop=203.42,exit_signal,STOP_TRAIL
2026-02-12,2026-02-13,ALGN,trailing_stop: close=183.86 <= stop=184.37,exit_signal,STOP_TRAIL
2026-02-20,2026-02-23,ADI,take_profit: close=355.03 >= target=351.52,exit_signal,TAKE_PROFIT
2026-02-26,2026-02-27,MNST,take_profit: close=86.66 >= target=85.50,exit_signal,TAKE_PROFIT
2026-02-26,2026-02-27,TXN,trailing_stop: close=212.63 <= stop=213.03,exit_signal,STOP_TRAIL
2026-03-03,2026-03-04,PCAR,trailing_stop: close=121.19 <= stop=123.82,exit_signal,STOP_TRAIL
2026-03-03,2026-03-04,ROST,trailing_stop: close=197.64 <= stop=198.22,exit_signal,STOP_TRAIL
2026-03-05,2026-03-06,AMGN,trailing_stop: close=367.60 <= stop=370.36,exit_signal,STOP_TRAIL
2026-03-05,2026-03-06,VRTX,trailing_stop: close=460.82 <= stop=469.72,exit_signal,STOP_TRAIL
2026-03-12,2026-03-13,CTAS,trailing_stop: close=193.26 <= stop=195.74,exit_signal,STOP_TRAIL
2026-03-16,2026-03-17,VRTX,trailing_stop: close=466.10 <= stop=467.28,exit_signal,STOP_TRAIL
2026-04-08,2026-04-09,FANG,trailing_stop: close=186.47 <= stop=190.29,exit_signal,STOP_TRAIL
2026-05-04,2026-05-04,BKR,backtest_end_close,forced_close,FORCED_CLOSE
2026-05-04,2026-05-04,MDLZ,backtest_end_close,forced_close,FORCED_CLOSE
2026-05-04,2026-05-04,XEL,backtest_end_close,forced_close,FORCED_CLOSE
2026-05-04,2026-05-04,AAPL,backtest_end_close,forced_close,FORCED_CLOSE
