date,n_positions,market_value,cash
2024-04-01,0,0.0,1000000.0
2024-04-02,8,1009528.0,1105.8246209001645
2024-04-03,8,999554.0,1105.8246209001645
2024-04-08,9,1000540.0000000001,147.5802338001646
2024-04-09,9,989074.0000000001,147.5802338001646
2024-04-10,9,988327.0000000001,147.5802338001646
2024-04-11,9,994172.0,7400.168210200209
2024-04-12,10,1007011.0,1152.0543382002097
2024-04-15,10,1039600.0,1152.0543382002097
2024-04-16,10,1017727.0,1152.0543382002097
2024-04-17,9,1054986.0,5591.82512320021
2024-04-18,9,1040609.0000000001,8510.591060300241
2024-04-19,9,1037741.0,8510.591060300241
2024-04-22,9,1012576.0,7409.3296571002575
2024-04-23,9,990944.0,7409.3296571002575
2024-04-24,7,753992.0,253045.3755641003
2024-04-25,9,1000865.0,5724.201464100333
2024-04-26,9,1017388.0,2189.1926570003334
2024-04-29,8,992723.0,8702.186743400332
2024-04-30,9,997782.0,994.9179144003392
2024-05-06,9,974265.0,14716.147259400372
2024-05-07,10,976468.0,1867.4618098003757
2024-05-08,10,985845.0,1867.4618098003757
2024-05-09,9,884599.0,127443.13593430037
2024-05-10,10,994273.0,8634.850138100388
2024-05-13,10,997417.0,8634.850138100388
2024-05-14,7,701102.0,302827.0324691004
2024-05-15,10,998092.9999999999,937.9959200004414
2024-05-16,10,1002027.9999999999,937.9959200004414
2024-05-17,9,898927.0,111710.77585640042
2024-05-20,9,918463.0,98001.23397050044
2024-05-21,10,999920.0,4994.454304700441
2024-05-22,9,851570.0,151240.50396260043
2024-05-23,10,983454.0,8708.410158500454
2024-05-24,10,966312.0,8708.410158500454
2024-05-27,10,978312.0,8708.410158500454
2024-05-28,10,959891.0,8708.410158500454
2024-05-29,8,683236.0,281539.8076565005
2024-05-30,9,880792.0,74940.3080252005
2024-05-31,10,945962.0,4973.448262400518
2024-06-03,8,801641.0,152257.10727230052
2024-06-04,9,951581.0,1759.8652961005246
2024-06-05,9,934722.0000000001,6558.019358500533
2024-06-06,10,943244.0,2307.4995850005325
2024-06-07,9,813377.0,138338.08563220053
2024-06-11,10,941030.0,7115.678716600552
2024-06-12,10,946802.0,7115.678716600552
2024-06-13,10,957609.0,7115.678716600552
2024-06-14,10,954808.0,7115.678716600552
2024-06-17,9,826359.0,142952.71071160055
2024-06-18,9,953461.0,19707.708432600542
2024-06-19,10,979271.0,1203.6788886005452
2024-06-20,9,808233.0,174683.98093260053
2024-06-21,10,953612.0,24909.48205860055
2024-06-24,9,819549.0,152982.40253700057
2024-06-25,9,894863.0,69531.09216860059
2024-06-26,8,782040.0,183053.0730799006
2024-06-27,9,932140.0,33153.41166840063
2024-06-28,10,973041.0,4245.8720074006305
2024-07-01,10,985011.0,4245.8720074006305
2024-07-02,8,816553.0,176654.6428552006
2024-07-03,8,951087.0,40678.732897600625
2024-07-04,9,983070.0,3862.923467200628
2024-07-05,8,838700.0,149064.37986400063
2024-07-08,8,839671.0,149064.37986400063
2024-07-09,9,1000630.0,10022.818905700638
2024-07-10,10,984544.4079999999,872.936764300639
2024-07-11,9,973678.408,18891.422242300636
2024-07-12,10,989647.4079999999,3411.3196043006374
2024-07-15,8,699839.0,299509.11141830066
2024-07-16,9,845615.0,149502.31087470066
2024-07-17,9,833469.0,144270.4137717007
2024-07-18,8,696336.0,289186.4265095007
2024-07-19,10,979777.0,10238.181133700768
2024-07-22,10,977988.0,10238.181133700768
2024-07-23,10,953597.0,10238.181133700768
2024-07-24,9,939131.0,24221.962554500766
2024-07-25,10,950297.0,1273.1609788007663
2024-07-26,6,621081.0,324515.4120619008
2024-07-29,8,952366.0,2713.1953347008493
2024-07-30,8,948388.0,2713.1953347008493
2024-07-31,8,936515.0,8127.730672400852
2024-08-01,9,963872.0,421.2234681008458
2024-08-02,9,955277.0,421.2234681008458
2024-08-05,9,939530.0,421.2234681008458
2024-08-06,9,924290.0,421.2234681008458
2024-08-07,9,916186.0,8489.994333300885
2024-08-08,7,731998.0,169706.55199770088
2024-08-09,7,724588.0,156965.77231080097
2024-08-12,7,719345.0,156965.77231080097
2024-08-13,6,611399.0,264686.9779887011
2024-08-14,7,747385.0,121154.58518490108
2024-08-15,8,875824.0,7057.417300201079
2024-08-16,8,873964.0,7057.417300201079
2024-08-19,9,879336.0,888.357917701087
2024-08-20,10,873125.0,151.40089690108698
2024-08-21,10,871178.0,151.40089690108698
2024-08-22,8,599693.0,273873.74565580115
2024-08-23,10,866097.0,6381.377012301149
2024-08-26,10,872757.0,6381.377012301149
2024-08-27,9,742305.0,118981.94573030114
2024-08-28,10,855608.0,6756.208106301172
2024-08-29,10,858363.0,6756.208106301172
2024-08-30,5,497891.0,388867.8243959012
2024-09-02,8,873685.0,897.10650270121
2024-09-03,9,872303.0,419.4862596012101
2024-09-04,9,853689.0,419.4862596012101
2024-09-05,9,854995.0,8263.259293801268
2024-09-06,10,867603.907,513.1949718012684
2024-09-09,9,857775.907,981.1168815012684
2024-09-10,8,844507.9069999999,10644.979658001277
2024-09-11,8,841828.9069999999,10644.979658001277
2024-09-12,9,850647.9069999999,696.05987720128
2024-09-13,9,852273.9069999999,696.05987720128
2024-09-18,9,864400.9069999999,696.05987720128
2024-09-19,9,868862.9069999999,696.05987720128
2024-09-20,9,868454.9069999999,696.05987720128
2024-09-23,9,872511.9069999999,696.05987720128
2024-09-24,9,913155.9069999999,696.05987720128
2024-09-25,9,932312.907,5340.713445801288
2024-09-26,8,932924.907,31428.31753890132
2024-09-27,7,722277.9069999999,264134.1578817013
2024-09-30,9,1049335.907,1295.251263801376
2024-10-08,8,988684.9069999999,104378.8500728014
2024-10-09,8,1018318.907,11215.426035601413
2024-10-10,7,992912.0,80355.84068840143
2024-10-11,8,1054523.0,5576.843240301474
2024-10-14,9,1083540.0000000002,1176.1284218014744
2024-10-15,10,1058833.0,208.87233200147443
2024-10-16,10,1067613.0,208.87233200147443
2024-10-17,10,1054326.0,208.87233200147443
2024-10-18,9,957320.9999999999,113878.97684360147
2024-10-21,10,1046886.0,14413.810242801483
2024-10-22,10,1057828.0,14413.810242801483
2024-10-23,10,1051198.0,14413.810242801483
2024-10-24,10,1050222.0,14413.810242801483
2024-10-25,10,1051193.0,14413.810242801483
2024-10-28,10,1050361.0,14413.810242801483
2024-10-29,10,1039290.0,14413.810242801483
2024-10-30,9,946982.0,99585.57482120147
2024-10-31,7,798202.0,243019.32898790145
2024-11-01,10,1040771.0,807.790318801478
2024-11-04,10,1060450.0,807.790318801478
2024-11-05,10,1075712.0,807.790318801478
2024-11-06,10,1071046.0,807.790318801478
2024-11-07,10,1086745.0,807.790318801478
2024-11-08,10,1084307.0,807.790318801478
2024-11-11,10,1097936.0,807.790318801478
2024-11-12,10,1097589.0,807.790318801478
2024-11-13,10,1105682.0,807.790318801478
2024-11-14,10,1083542.0,807.790318801478
2024-11-15,10,1059665.0,807.790318801478
2024-11-18,9,919602.9999999999,159244.75216140147
2024-11-19,10,1075346.0,9671.514647701493
2024-11-20,10,1067109.0,9671.514647701493
2024-11-21,10,1068921.0,9671.514647701493
2024-11-22,10,1038703.0,9671.514647701493
2024-11-25,4,453734.0,594282.5729931014
2024-11-26,8,1038850.0,8574.795452801642
2024-11-27,9,1063678.0,1074.0549055016436
2024-11-28,10,1054541.0,434.22401380164365
2024-11-29,10,1065064.0,434.22401380164365
2024-12-02,10,1061974.0,434.22401380164365
2024-12-03,9,965974.0,99957.92179270164
2024-12-04,10,1051708.0,5535.303502701674
2024-12-05,9,912392.9999999999,140887.45266590163
2024-12-06,10,1047297.0,13153.57599550164
2024-12-09,10,1055227.0,13153.57599550164
2024-12-10,8,781859.9999999999,291033.34207150165
2024-12-11,10,1063495.0,12476.605113001715
2024-12-12,10,1075415.0,12476.605113001715
2024-12-13,10,1051555.0,12476.605113001715
2024-12-16,9,894207.0,162455.05533420172
2024-12-17,9,940060.0,124064.15555090172
2024-12-18,10,1065622.0,6519.510733301737
2024-12-19,10,1069572.0,6519.510733301737
2024-12-20,9,1064451.0,7167.018877001737
2024-12-23,10,1068375.0,641.5448219017371
2024-12-24,9,928731.0,149096.50515800176
2024-12-25,10,1076728.0,10518.54623860179
2024-12-26,9,989710.0,113436.42384010181
