date,equity,benchmark
2025-05-26,940916.8536267028,1073550.0453743096
2025-05-27,948202.8536267028,1067790.303108175
2025-05-28,941158.6801142028,1066911.4626658289
2025-05-29,938696.6843706027,1073158.7388862143
2025-05-30,936726.1178720028,1068022.528351643
2025-06-03,938704.1178720028,1071298.990140022
2025-06-04,948845.1178720028,1075951.8384313032
2025-06-05,938533.1178720028,1078402.8576776308
2025-06-06,940931.1178720028,1077409.4342409028
2025-06-09,949879.5795212027,1080541.5548300487
2025-06-10,948495.8311818028,1075040.1805294012
2025-06-11,947133.4114434028,1083149.9866366193
2025-06-12,962276.4114434028,1082475.2819172738
2025-06-13,956588.4765738028,1074683.3601852462
2025-06-16,967226.6952046028,1077356.8706828007
2025-06-17,962660.6952046028,1076406.833040062
2025-06-18,974793.5404154029,1077683.932822104
2025-06-19,978735.5323454029,1068817.6564607148
2025-06-20,976437.4405257029,1069805.795730226
2025-06-23,987589.8311950028,1072936.8038631156
2025-06-24,1008258.7908910029,1085766.7618651108
2025-06-25,1022305.8534710029,1101350.049101038
2025-06-26,1027920.1205430028,1097443.658957623
2025-06-27,1012798.1205430028,1090696.0555360413
2025-06-30,1011997.1205430028,1094678.9270470657
2025-07-01,1025898.8100910028,1096537.5633370017
2025-07-02,1015275.4568506029,1096794.2626181047
2025-07-03,1016270.4568506029,1103575.5178414343
2025-07-04,1020374.3080998028,1107506.6601365483
2025-07-07,1016571.7871207029,1102770.9338541853
2025-07-08,1020103.1939065029,1112026.0136770934
2025-07-09,1022096.937231403,1110064.753297529
2025-07-10,1037818.5088254029,1115244.0715120255
2025-07-11,1022382.1156264029,1116574.291080298
2025-07-14,1032883.165046803,1117369.975417498
2025-07-15,1046553.165046803,1117758.2226508886
2025-07-16,1033646.165046803,1114459.233623323
2025-07-17,1050426.7052448029,1122048.6883167343
2025-07-18,1058886.2670585029,1128739.556469253
2025-07-21,1058959.9375261029,1136264.7668138726
2025-07-22,1075688.9375261029,1145540.1489634549
2025-07-23,1080715.875832903,1145765.6994693864
2025-07-24,1108976.223169603,1153905.54189552
2025-07-25,1109865.105783603,1147822.07485885
2025-07-28,1130324.587540003,1150230.8207674446
2025-07-29,1131437.587540003,1154736.546718852
2025-07-30,1129481.587540003,1154517.6709504577
2025-07-31,1105681.587540003,1133479.1763485125
2025-08-01,1094912.129356903,1127732.7835574516
2025-08-04,1100328.1807695031,1132119.4766894528
2025-08-05,1104845.456641003,1141227.1560584228
2025-08-06,1125760.456641003,1144018.0306909992
2025-08-07,1124634.456641003,1144346.483400623
2025-08-08,1127469.456641003,1141649.0550935615
