screen_date,rank,symbol,score
2023-01-10,1,01398,0.0
2023-01-11,1,00386,0.6633548903953922
2023-01-11,2,01398,0.11387174480164414
2023-01-11,3,00857,-0.7772266351970367
2023-01-12,1,00386,0.5710147430012962
2023-01-12,2,00998,0.3945651725307706
2023-01-12,3,00857,-0.9655799155320651
2023-01-13,1,00941,0.14142135623730945
2023-01-13,2,00883,-0.14142135623730945
2023-01-16,1,00883,0.0
2023-02-06,1,09633,0.0
2023-02-08,1,00992,0.0
2023-02-16,1,00941,0.0
2023-02-20,1,00941,0.0
2023-03-01,1,00941,0.0
2023-03-02,1,02628,0.565685424949238
2023-03-02,2,00941,-0.565685424949238
2023-03-03,1,00386,0.5656854249492381
2023-03-03,2,00857,-0.5656854249492378
2023-03-06,1,00883,0.8859794298410293
2023-03-06,2,00857,-0.0857208230814745
2023-03-06,3,03988,-0.8002586067595545
2023-03-07,1,00267,0.5636655156648392
2023-03-07,2,01288,0.18200851878134028
2023-03-07,3,01088,-0.034527253961882054
2023-03-07,4,03988,-0.14469517618537936
2023-03-07,5,00939,-0.20904505578124188
2023-03-07,6,01398,-0.3574065485176754
2023-03-24,1,00998,0.0
2023-03-28,1,09633,0.0
2023-03-29,1,01288,0.14142135623730948
2023-03-29,2,09633,-0.14142135623730948
2023-03-31,1,00998,0.0
2023-04-11,1,01288,0.0
2023-04-17,1,00267,0.282842712474619
2023-04-17,2,00939,-0.282842712474619
2023-04-27,1,00267,0.0
2023-05-04,1,00998,0.5591119589834206
2023-05-04,2,01288,0.27777773629683
2023-05-04,3,01398,-0.2740619911945096
2023-05-04,4,03988,-0.562827704085741
2023-05-05,1,01288,0.7797410326969465
2023-05-05,2,00939,-0.02256193846063953
2023-05-05,3,01398,-0.35349476579850847
2023-05-05,4,03988,-0.40368432843779917
2023-05-08,1,00883,0.0
2023-05-22,1,01211,0.0
2023-07-28,1,01211,0.282842712474619
2023-07-28,2,09633,-0.282842712474619
2023-07-31,1,01211,0.282842712474619
2023-07-31,2,09633,-0.28284271247461906
2023-08-01,1,09633,0.0
2023-08-10,1,00857,0.1414213562373095
2023-08-10,2,00883,-0.14142135623730956
2024-04-24,1,03988,0.0
2024-04-29,1,00939,0.282842712474619
2024-04-29,2,01398,-0.282842712474619
2024-04-30,1,01398,0.0
2024-05-10,1,00883,0.7071067811865475
2024-05-10,2,00857,-0.7071067811865476
2024-05-14,1,09961,0.0
2024-05-20,1,00857,0.0
2024-05-27,1,01093,0.0
2024-05-31,1,00941,0.0
2024-06-03,1,01211,0.4429968697260279
2024-06-03,2,00941,-0.13076028602225626
2024-06-03,3,00728,-0.31223658370377133
2024-06-20,1,00998,0.5656854249492378
2024-06-20,2,00728,-0.565685424949238
2024-06-27,1,00728,0.0
2024-07-02,1,03968,0.14142135623730961
2024-07-02,2,00939,-0.1414213562373094
2024-07-12,1,00700,0.0
2024-08-29,1,02328,0.0
2024-09-02,1,02328,0.0
2024-09-05,1,02328,0.0
2024-09-09,1,09987,0.0
2024-09-19,1,01211,0.30265063885830856
2024-09-19,2,09988,0.07134740730191715
2024-09-19,3,00700,0.008217715098042033
2024-09-19,4,09987,-0.38221576125826795
2024-09-20,1,01211,0.6023823431315279
2024-09-20,2,00700,-0.11895189004001244
2024-09-20,3,00267,-0.4834304530915154
2024-09-23,1,02328,0.0
2024-09-24,1,01211,0.0
2024-09-25,1,01211,0.0
2024-12-06,1,00998,0.0
2024-12-09,1,02328,0.6129446112075284
2024-12-09,2,00267,0.13705070403976227
2024-12-09,3,00998,-0.7499953152472909
2024-12-10,1,00939,0.0
2024-12-16,1,00728,0.0
2024-12-18,1,00728,0.0
2024-12-19,1,00728,0.1414213562373095
2024-12-19,2,00941,-0.14142135623730934
2024-12-23,1,01288,0.2828427124746193
2024-12-23,2,00939,-0.28284271247461873
2024-12-27,1,00998,0.0
2025-01-13,1,00883,0.0
2025-01-24,1,01398,0.0
2025-02-06,1,00728,0.0
2025-02-10,1,00941,0.0
2025-02-11,1,03988,0.14142135623730948
2025-02-11,2,00941,-0.14142135623730953
2025-02-12,1,03968,1.2148924973924284
2025-02-12,2,03988,0.09117215757796857
2025-02-12,3,01288,-0.15584698112593298
2025-02-12,4,00939,-0.43522227980213346
2025-02-12,5,00941,-0.71499539404233
2025-02-13,1,01288,0.24091772935037067
2025-02-13,2,03988,0.09569470465497656
2025-02-13,3,00941,-0.33661243400534596
2025-02-14,1,03988,0.0
2025-02-17,1,00998,0.0
2025-02-26,1,03968,0.0
2025-02-27,1,03968,0.0
2025-02-28,1,09987,0.0
2025-03-07,1,03968,0.0
2025-05-12,1,01288,0.0
2025-05-13,1,00998,0.0
2025-05-14,1,00941,0.28284271247461745
2025-05-14,2,00939,-0.28284271247462045
2025-05-21,1,00267,0.0
2025-05-22,1,00267,0.0
2025-05-30,1,01398,0.0
2025-06-03,1,01398,0.0
2025-06-11,1,02899,0.7662966586187234
2025-06-11,2,03968,-0.19789766326276836
2025-06-11,3,00883,-0.5683989953559551
2025-07-02,1,01519,0.0
2025-07-11,1,00386,0.0
2025-07-15,1,00700,0.2828427124746189
2025-07-15,2,09633,-0.282842712474619
2025-07-17,1,09633,0.0
2025-07-22,1,00883,0.0
2025-07-23,1,00883,0.0
2025-07-29,1,00857,0.0
2025-08-04,1,00992,0.0
2025-08-05,1,01088,0.0
2025-08-13,1,09988,0.0
2025-08-14,1,02318,0.0
2025-08-15,1,00728,0.0
2025-08-25,1,09999,0.9291431382456528
2025-08-25,2,09888,-0.37201320135013843
2025-08-25,3,09988,-0.5571299368955145
2025-08-28,1,00883,0.0
2025-08-29,1,00883,0.0
2025-09-01,1,00883,0.0
2025-09-03,1,00857,0.0
2025-09-08,1,00267,0.0
2025-10-09,1,01088,0.0
2025-10-10,1,01088,0.0
2025-11-12,1,09633,0.0
2025-11-20,1,03988,0.0
2025-12-08,1,02318,0.0
2025-12-18,1,00386,0.0
2025-12-30,1,00386,0.0
2026-01-06,1,02057,0.282842712474619
2026-01-06,2,00386,-0.282842712474619
2026-01-07,1,00386,0.0
2026-01-09,1,02057,0.0
2026-01-14,1,02057,0.7071067811865475
2026-01-14,2,00386,-0.7071067811865475
2026-01-15,1,00883,0.14142135623730948
2026-01-15,2,02057,-0.14142135623730948
2026-01-22,1,00857,0.0
2026-01-27,1,09987,0.0
2026-01-28,1,01398,0.1414213562373096
2026-01-28,2,00267,-0.14142135623730936
2026-01-29,1,02318,0.7071067811865475
2026-01-29,2,01398,-0.7071067811865475
2026-02-04,1,02057,0.0
2026-02-05,1,02057,0.0
