decision_date,planned_exec_date,symbol,reason,event,exit_layer
2024-05-14,2024-05-16,00386,time_stop: 持有 60 天 >= 60,exit_signal,TIME_STOP
2024-05-21,2024-05-22,00883,trailing_stop: close=19.22 <= stop=19.29,exit_signal,STOP_TRAIL
2024-05-24,2024-05-27,09961,trailing_stop: close=406.00 <= stop=415.45,exit_signal,STOP_TRAIL
2024-06-05,2024-06-06,00728,trailing_stop: close=4.30 <= stop=4.31,exit_signal,STOP_TRAIL
2024-06-12,2024-06-13,00941,trailing_stop: close=73.55 <= stop=73.73,exit_signal,STOP_TRAIL
2024-06-14,2024-06-17,00857,trailing_stop: close=7.61 <= stop=7.66,exit_signal,STOP_TRAIL
2024-06-20,2024-06-21,01093,trailing_stop: close=6.44 <= stop=6.57,exit_signal,STOP_TRAIL
2024-06-25,2024-06-26,00981,trailing_stop: close=17.20 <= stop=17.68,exit_signal,STOP_TRAIL
2024-07-04,2024-07-05,00998,trailing_stop: close=4.84 <= stop=4.97,exit_signal,STOP_TRAIL
2024-07-04,2024-07-05,00939,trailing_stop: close=5.54 <= stop=5.62,exit_signal,STOP_TRAIL
2024-07-04,2024-07-05,03968,trailing_stop: close=34.15 <= stop=34.41,exit_signal,STOP_TRAIL
2024-07-16,2024-07-17,00700,trailing_stop: close=378.00 <= stop=378.60,exit_signal,STOP_TRAIL
2024-07-17,2024-07-18,00728,trailing_stop: close=4.65 <= stop=4.73,exit_signal,STOP_TRAIL
2024-07-24,2024-07-25,01211,trailing_stop: close=233.00 <= stop=233.27,exit_signal,STOP_TRAIL
2024-08-29,2024-08-30,09988,trailing_stop: close=79.05 <= stop=79.10,exit_signal,STOP_TRAIL
2024-09-26,2024-09-27,09987,take_profit: close=328.40 >= target=323.21,exit_signal,TAKE_PROFIT
2024-09-26,2024-09-27,00700,overbought: RSI=82.5 >= 80.0,exit_signal,OVERBOUGHT
2024-09-26,2024-09-27,00267,take_profit: close=8.75 >= target=8.59,exit_signal,TAKE_PROFIT
2024-09-27,2024-09-30,09988,take_profit: close=102.50 >= target=99.67,exit_signal,TAKE_PROFIT
2024-09-27,2024-09-30,01211,take_profit: close=275.80 >= target=275.60,exit_signal,TAKE_PROFIT
2024-09-27,2024-09-30,09961,take_profit: close=474.00 >= target=446.50,exit_signal,TAKE_PROFIT
2024-10-02,2024-10-03,02328,take_profit: close=12.50 >= target=12.31,exit_signal,TAKE_PROFIT
2024-10-02,2024-10-03,02020,take_profit: close=101.90 >= target=98.83,exit_signal,TAKE_PROFIT
2024-12-11,2024-12-12,00998,trailing_stop: close=4.99 <= stop=5.02,exit_signal,STOP_TRAIL
2024-12-12,2024-12-13,02328,break_ma60: close=11.96 < MA60=12.03,exit_signal,STOP_TREND
2025-01-02,2025-01-03,00728,trailing_stop: close=4.71 <= stop=4.72,exit_signal,STOP_TRAIL
2025-01-02,2025-01-03,01288,trailing_stop: close=4.19 <= stop=4.21,exit_signal,STOP_TRAIL
2025-01-02,2025-01-03,00939,trailing_stop: close=6.04 <= stop=6.26,exit_signal,STOP_TRAIL
2025-01-21,2025-01-22,00883,trailing_stop: close=18.94 <= stop=18.99,exit_signal,STOP_TRAIL
2025-02-11,2025-02-12,00728,overbought: RSI=80.1 >= 80.0,exit_signal,OVERBOUGHT
2025-02-19,2025-02-20,00941,overbought: RSI=80.1 >= 80.0,exit_signal,OVERBOUGHT
2025-03-04,2025-03-05,01398,trailing_stop: close=5.48 <= stop=5.50,exit_signal,STOP_TRAIL
2025-03-05,2025-03-06,03988,take_profit: close=4.53 >= target=4.51,exit_signal,TAKE_PROFIT
