date,open,high,low,close,volume
2018-01-02,131.74,134.49,131.55,134.44,529231.0
2018-01-03,134.64,135.0,134.0,134.58,626937.0
2018-01-04,135.0,136.15,134.2,135.37,692171.0
2018-01-05,135.74,136.89,135.2,136.6,352448.0
2018-01-08,136.78,138.25,136.51,137.96,548047.0
2018-01-09,138.04,140.08,137.77,139.47,640910.0
2018-01-10,139.23,139.26,137.04,137.89,926965.0
2018-01-11,138.43,141.0,137.91,140.8,441038.0
2018-01-12,141.9,142.74,140.4,142.58,369392.0
2018-01-16,143.14,144.43,141.41,142.18,895187.0
2018-01-17,143.21,144.73,142.65,144.6,469229.0
2018-01-18,144.88,146.37,144.13,145.88,486949.0
2018-01-19,146.46,148.04,145.85,147.97,433304.0
2018-01-22,148.34,149.1,146.36,149.1,640226.0
2018-01-23,149.4,150.0,148.24,149.23,488643.0
2018-01-24,149.7,149.74,147.33,148.3,831571.0
2018-01-25,149.05,149.98,147.45,148.66,528410.0
2018-01-26,149.16,150.17,147.76,149.92,378530.0
2018-01-29,149.0,150.31,147.45,147.97,532967.0
2018-01-30,146.77,147.7,145.13,146.8,403817.0
2018-01-31,147.98,149.96,146.06,146.45,568275.0
2018-02-01,146.15,147.82,144.71,147.25,469763.0
2018-02-02,146.12,147.88,143.84,145.09,603856.0
2018-02-05,143.67,146.01,138.5,139.26,940774.0
2018-02-06,136.29,140.81,133.01,140.39,1637609.0
2018-02-07,139.98,142.9,139.49,142.01,594162.0
2018-02-08,138.83,141.99,131.48,131.71,1166905.0
2018-02-09,134.28,134.94,128.48,130.14,1589765.0
2018-02-12,131.68,132.94,129.6,132.06,584938.0
2018-02-13,131.64,135.86,130.46,135.6,674872.0
2018-02-14,135.19,138.99,133.91,138.52,603229.0
2018-02-15,139.41,139.8,134.42,136.45,602564.0
2018-02-16,136.23,137.7,135.4,136.64,471142.0
2018-02-20,135.84,137.49,134.92,135.23,508031.0
2018-02-21,135.77,139.14,135.23,136.6,666626.0
2018-02-22,137.49,140.93,136.72,139.13,471578.0
2018-02-23,139.28,140.17,135.24,139.51,410788.0
2018-02-26,140.89,141.4,140.14,140.8,493557.0
2018-02-27,141.22,142.59,138.76,138.84,353291.0
2018-02-28,138.97,141.26,138.71,138.92,688905.0
2018-03-01,139.31,140.97,136.22,137.83,596107.0
2018-03-02,136.9,139.03,134.33,138.79,725903.0
2018-03-05,138.19,139.14,135.91,138.3,589766.0
2018-03-06,139.31,141.03,138.58,139.47,641501.0
2018-03-07,138.82,142.24,138.03,142.03,887462.0
2018-03-08,142.68,143.41,140.5,142.51,553631.0
2018-03-09,143.93,148.54,143.93,147.59,608995.0
2018-03-12,148.0,150.54,147.09,147.89,381419.0
2018-03-13,147.53,149.94,147.53,148.45,749119.0
2018-03-14,148.89,149.45,145.83,145.95,477365.0
2018-03-15,146.38,148.16,145.4,147.12,568526.0
2018-03-16,146.9,148.75,146.73,147.08,1127288.0
2018-03-19,146.84,148.71,146.31,147.87,599724.0
2018-03-20,147.7,151.39,147.7,149.96,596059.0
2018-03-21,149.83,152.5,149.09,150.57,528431.0
2018-03-22,148.93,150.51,146.48,146.64,494810.0
2018-03-23,146.8,148.44,143.35,143.74,485803.0
2018-03-26,146.44,148.25,144.23,147.65,564272.0
2018-03-27,148.74,148.74,142.28,142.75,568611.0
2018-03-28,142.74,143.71,139.32,142.11,522877.0
2018-03-29,142.51,148.39,142.51,146.97,533434.0
2018-04-02,146.61,148.46,140.28,141.57,616782.0
2018-04-03,143.5,145.91,142.47,144.55,725834.0
2018-04-04,142.13,146.53,141.19,146.27,757154.0
2018-04-05,147.21,147.21,142.83,145.04,628635.0
2018-04-06,143.87,144.45,139.28,140.84,559672.0
2018-04-09,142.38,143.18,139.88,140.17,575912.0
2018-04-10,142.04,143.99,141.44,142.57,581295.0
2018-04-11,141.83,143.8,141.66,142.9,325359.0
2018-04-12,143.22,145.78,142.59,145.39,561111.0
2018-04-13,146.58,146.71,143.4,144.05,360938.0
2018-04-16,145.43,148.45,144.24,147.68,515500.0
2018-04-17,148.99,150.0,147.4,149.57,366357.0
2018-04-18,150.0,151.81,149.83,150.99,374663.0
2018-04-19,151.01,151.01,149.29,149.89,183330.0
2018-04-20,150.4,150.4,147.82,148.51,411218.0
2018-04-23,149.22,149.85,148.03,148.48,419888.0
2018-04-24,149.54,151.24,141.41,142.36,820201.0
2018-04-25,141.99,144.0,140.02,141.81,875253.0
2018-04-26,140.4,140.4,129.9,132.93,1499820.0
2018-04-27,133.13,134.4,131.01,133.99,604795.0
2018-04-30,135.73,136.66,133.82,133.86,819000.0
2018-05-01,133.84,134.38,130.89,131.75,735937.0
2018-05-02,131.11,134.46,130.26,133.04,720352.0
2018-05-03,132.69,134.0,130.85,133.17,732146.0
2018-05-04,132.26,135.41,132.08,134.31,428766.0
2018-05-07,135.08,138.57,135.06,137.93,640466.0
2018-05-08,138.32,145.36,138.25,141.42,2086666.0
2018-05-09,141.43,144.83,141.37,144.77,761957.0
2018-05-10,145.73,145.94,144.65,145.07,538494.0
2018-05-11,145.58,147.95,145.58,147.09,483863.0
2018-05-14,147.49,148.32,145.95,146.28,438982.0
2018-05-15,145.32,146.45,144.17,144.66,531964.0
2018-05-16,144.8,146.89,144.74,145.64,366101.0
2018-05-17,145.2,147.88,145.2,146.36,382638.0
2018-05-18,146.35,147.81,146.06,147.26,579217.0
2018-05-21,148.59,151.74,148.07,151.11,535760.0
2018-05-22,151.68,151.86,148.12,148.28,288152.0
2018-05-23,148.57,150.03,146.23,149.91,439044.0
2018-05-24,150.17,154.14,150.17,153.54,665373.0
2018-05-25,152.84,154.99,152.0,154.19,412033.0
2018-05-29,153.94,155.32,152.86,154.7,564799.0
