date,open,high,low,close,volume
2022-12-07,185.67,189.09,184.66,187.33,564221.0
2022-12-08,188.53,192.02,186.05,190.46,663471.0
2022-12-09,190.52,193.54,188.48,188.81,603631.0
2022-12-12,190.95,196.44,188.4,195.01,1106935.0
2022-12-13,205.81,207.49,195.89,198.58,1031063.0
2022-12-14,197.32,202.0,193.52,195.81,694098.0
2022-12-15,191.74,216.04,186.74,201.97,2746735.0
2022-12-16,198.25,200.0,193.0,198.21,2033768.0
2022-12-19,197.9,202.81,197.81,198.76,1176709.0
2022-12-20,196.3,203.64,195.86,200.75,903428.0
2022-12-21,201.04,204.39,200.16,204.28,818976.0
2022-12-22,202.28,203.63,196.88,203.49,728835.0
2022-12-23,201.58,203.88,198.25,203.67,931528.0
2022-12-27,203.23,207.12,200.16,204.59,729919.0
2022-12-28,204.8,206.53,200.39,201.58,1140548.0
2022-12-29,203.61,214.2,201.61,212.14,728492.0
2022-12-30,208.1,211.31,206.71,210.9,681717.0
2023-01-03,215.46,219.53,208.29,212.28,1170143.0
2023-01-04,217.26,225.23,215.14,224.63,1021150.0
2023-01-05,221.89,222.92,216.9,219.82,778690.0
2023-01-06,222.1,222.99,212.87,220.77,636963.0
2023-01-09,224.03,230.35,222.08,227.67,830680.0
2023-01-10,227.17,233.45,227.17,232.25,720693.0
2023-01-11,234.0,238.15,231.21,234.16,1151175.0
2023-01-12,234.16,237.24,228.34,235.58,1007292.0
2023-01-13,233.17,240.15,232.28,239.76,807107.0
2023-01-17,238.78,246.44,237.88,246.04,1226478.0
2023-01-18,247.28,254.71,246.05,246.8,1156292.0
2023-01-19,242.07,242.72,230.18,236.3,1210950.0
2023-01-20,237.78,243.3,235.84,243.01,734187.0
2023-01-23,246.12,253.85,244.84,251.38,1027003.0
2023-01-24,250.08,258.31,250.08,252.63,920431.0
2023-01-25,246.82,252.47,245.64,252.08,820754.0
2023-01-26,255.86,263.1,254.99,262.95,1177007.0
2023-01-27,260.0,270.0,259.02,269.2,1165255.0
2023-01-30,263.5,268.55,261.5,265.82,1454368.0
2023-01-31,265.26,269.78,265.0,269.73,844738.0
2023-02-01,270.29,284.14,268.94,282.53,1987472.0
2023-02-02,336.5,368.87,332.6,359.88,4437233.0
2023-02-03,350.41,352.84,341.0,343.1,1664736.0
2023-02-06,348.0,364.76,341.82,342.46,2008395.0
2023-02-07,341.03,346.75,332.8,345.07,1239642.0
2023-02-08,341.64,343.55,333.0,334.83,731236.0
2023-02-09,336.48,337.57,320.45,321.38,1116048.0
2023-02-10,321.38,322.68,310.38,315.81,1046394.0
2023-02-13,319.25,325.54,315.45,325.26,946825.0
2023-02-14,324.39,334.28,320.12,331.52,1045118.0
2023-02-15,327.98,339.1,327.7,338.39,961242.0
2023-02-16,331.68,336.51,323.73,326.17,983724.0
